IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE,TOTAL_FLIGHTS,UNITED_FLIGHTS,DELTA_FLIGHTS,AMERICAN_FLIGHTS,OTHER_FLIGHTS,UNITED_IN_DELAY,DELTA_IN_DELAY,AMERICAN_IN_DELAY,OTHER_IN_DELAY,UNTED_OUT_DELAY,DELTA_OUT_DELAY,AMERICAN_OUT_DELAY,OTHER_OUT_DELAY
CDV,Merle K. (Mudhole) Smith Airport,Cordova,AK,USA,60.49183,-145.47765,1324,0,0,0,1324,,,,0.8883792048929664,,,,-1.607361963190184
CEC,Del Norte County Airport (Jack McNamara Field),Crescent City,CA,USA,41.78016,-124.23653,380,0,0,0,380,,,,4.28,,,,9.583815028901734
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,TN,USA,35.03527,-85.20379,8406,0,0,0,8406,,2.988416988416988,,6.97736748064324,,0.08139534883720931,,7.028946583109519
CHO,Charlottesville-Albemarle Airport,Charlottesville,VA,USA,38.13864,-78.45286,4408,0,0,0,4408,,4.221183800623053,,11.9,,-7.340625,,12.357223476297968
CHS,Charleston International Airport/Charleston AFB,Charleston,SC,USA,32.89865,-80.04051,23636,0,0,0,23636,-3.75,-1.2504182933630787,0.3191489361702128,6.519013099325957,-10.333333333333334,-1.4738899748673555,-6.070921985815603,6.478716604883037
CID,The Eastern Iowa Airport,Cedar Rapids,IA,USA,41.88459,-91.71087,13665,0,0,0,13665,,,,7.4595371350779,,,,8.714025500910747
CIU,Chippewa County International Airport,Sault Ste. Marie,MI,USA,46.25075,-84.47239,1227,0,0,0,1227,,,,5.620805369127517,,,,8.671140939597315
CLD,McClellan-Palomar Airport,San Diego,CA,USA,33.12723,-117.27873,1281,0,0,0,1281,,,,4.394568690095847,,,,5.240445859872612
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,69169,0,0,0,69169,3.7889043424509348,-1.934065934065934,-0.25254813137032844,5.788259508597402,0.9435071970283238,-6.12846458424989,1.0981838819523269,4.660578452017706
CLL,Easterwood Airport,College Station,TX,USA,30.58859,-96.36382,4620,0,0,0,4620,,,,1.6060054595086442,,,,2.804090909090909
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,200646,0,0,0,200646,1.811808118081181,-0.14295279544693673,1.0170824360618451,3.177813329171219,6.08550185873606,-1.6694007365249415,6.402707071681907,6.279272613994782
CMH,Port Columbus International Airport,Columbus,OH,USA,39.99799,-82.89188,48370,0,0,0,48370,1.8554913294797688,0.9487433862433863,0.2718600953895072,6.657964748919189,6.696092619392185,-1.598149372108394,-0.16942811330839125,4.7324837219656075
CMI,University of Illinois - Willard Airport,Champaign/Urbana,IL,USA,40.03925,-88.27806,4231,0,0,0,4231,,,,3.663168415792104,,,,4.228184553660983
CMX,Houghton County Memorial Airport,Hancock,MI,USA,47.16842,-88.48906,1335,0,0,0,1335,,,,4.203252032520325,,,,5.773828756058158
CNY,Canyonlands Field,Moab,UT,USA,38.75496,-109.75484,412,0,0,0,412,,,,-11.575609756097561,,,,-20.678048780487806
COD,Yellowstone Regional Airport,Cody,WY,USA,44.52019,-109.0238,1330,0,0,0,1330,,,,4.187888198757764,,,,8.29800307219662
COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,USA,38.80581,-104.70025,13763,0,0,0,13763,,10.539473684210526,3.7540360873694207,11.408390569890477,,2.904918032786885,3.835551330798479,8.36785449146251
COU,Columbia Regional Airport,Columbia,MO,USA,38.81809,-92.21963,2616,0,0,0,2616,,,,10.81608280254777,,,,11.746172441579372
CPR,Natrona County International Airport,Casper,WY,USA,42.90836,-106.46447,3546,0,0,0,3546,,,,-0.8334287349742415,,,,-4.651376146788991
CRP,Corpus Christi International Airport,Corpus Christi,TX,USA,27.77036,-97.50122,9769,0,0,0,9769,,,,9.122929936305733,,,,6.588422391857506
CRW,Yeager Airport,Charleston,WV,USA,38.37315,-81.59319,4771,0,0,0,4771,,8.961538461538462,,7.912437810945273,,-0.22611464968152867,,12.361319340329835
CSG,Columbus Metropolitan Airport,Columbus,GA,USA,32.51633,-84.93886,2135,0,0,0,2135,,,,8.419263456090652,,,,4.381132075471698
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,USA,39.04614,-84.66217,40058,0,0,0,40058,17.666666666666668,-0.018809318377911992,,8.802062904045908,297.0,-1.936971162148161,,9.148833467417537
CWA,Central Wisconsin Airport,Mosinee,WI,USA,44.77762,-89.66678,2840,0,0,0,2840,,,,8.330882352941176,,,,4.263041880969875
DAB,Daytona Beach International Airport,Daytona Beach,FL,USA,29.17992,-81.05806,2988,0,0,0,2988,,1.8535762483130904,,43.142857142857146,,-0.581473968897904,,6.714285714285714
DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177,119402,0,0,0,119402,,-4.711971830985916,,4.288956894290461,,-0.6197879858657244,,8.201163176554832
DAY,James M. Cox Dayton International Airport,Dayton,OH,USA,39.90238,-84.21938,17348,0,0,0,17348,,2.5704441041347628,2.5734806629834255,6.730233311730395,,-1.0275650842266462,-1.6294247787610618,5.949609882964889
DBQ,Dubuque Regional Airport,Dubuque,IA,USA,42.40296,-90.70917,1856,0,0,0,1856,,,,3.374855824682814,,,,1.906789413118527
DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772,147593,0,0,0,147593,6.8310795832409665,2.953699340245052,4.066739354986801,3.9755996892298726,4.964476021314387,2.805885815185403,3.9335666341575353,2.6342559965005226
DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667,392065,0,0,0,392065,5.062571004107315,-0.4501347708894879,6.335909546300272,5.316960030024394,7.044459539408813,1.5842696629213484,8.242424242424242,7.47648593491863
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,479133,0,0,0,479133,9.267151162790698,-0.6401896858328393,3.571135692538364,9.337688159842664,7.5455336426914155,4.616083777909504,5.169229713553778,9.489293281278568
DHN,Dothan Regional Airport,Dothan,AL,USA,31.32134,-85.44963,2520,0,0,0,2520,,,,5.737520128824476,,,,9.275945293644408
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,USA,46.79739,-102.80195,1875,0,0,0,1875,,,,-2.8457330415754925,,,,-4.611111111111111
DLG,Dillingham Airport,Dillingham,AK,USA,59.04541,-158.50334,154,0,0,0,154,,,,-4.194805194805195,,,,-7.87012987012987
DLH,Duluth International Airport,Duluth,MN,USA,46.84209,-92.19365,3440,0,0,0,3440,,-6.150753768844221,,5.735797399041752,,2.85929648241206,,10.996591683708248
DRO,Durango-La Plata County Airport,Durango,CO,USA,37.15152,-107.75377,4136,0,0,0,4136,,,,1.6838709677419355,,,,6.108964834076275
DSM,Des Moines International Airport,Des Moines,IA,USA,41.53493,-93.66068,16773,0,0,0,16773,13.79295154185022,-2.0685959271168275,2.274336283185841,8.935196506550218,9.93859649122807,0.2478448275862069,4.480354879594423,7.920526315789473
DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884,216898,0,0,0,216898,9.138297872340425,0.6102001470792837,1.8758776328986961,6.772753634395299,5.254019292604502,1.4193888303477344,0.8039758429793659,5.88483818645246
DVL,Devils Lake Regional Airport,Devils Lake,ND,USA,48.11425,-98.90878,1051,0,0,0,1051,,,,-0.33473684210526317,,,,3.1545064377682404
EAU,Chippewa Valley Regional Airport,Eau Claire,WI,USA,44.86526,-91.48507,1336,0,0,0,1336,,,,6.970125786163522,,,,5.94006309148265
ECP,Northwest Florida Beaches International Airport,Panama City,FL,USA,30.35466,-85.79913,8342,0,0,0,8342,,2.385272145144077,,3.6102292768959434,,1.1343283582089552,,-0.24524966858152894
EGE,Eagle County Regional Airport,Eagle,CO,USA,39.64257,-106.9177,2484,0,0,0,2484,6.608,-0.52,12.45754716981132,,10.983805668016194,4.207920792079208,13.787058823529412,
EKO,Elko Regional Airport,Elko,NV,USA,40.82493,-115.7917,1062,0,0,0,1062,,,,1.3532818532818534,,,,-3.2804642166344293
ELM,Elmira/Corning Regional Airport,Elmira,NY,USA,42.15991,-76.89144,4103,0,0,0,4103,,,,7.577766699900299,,,,5.559043348281016
ELP,El Paso International Airport,El Paso,TX,USA,31.80667,-106.37781,23948,0,0,0,23948,,0.12051649928263988,5.223308270676692,8.004788101059495,,-0.051798561151079135,4.886466165413534,5.373172477251814
ERI,Erie International Airport,Erie,PA,USA,42.08202,-80.17622,1492,0,0,0,1492,,,,5.735502121640735,,,,8.824858757062147
ESC,Delta County Airport,Escanaba,MI,USA,45.72267,-87.09373,1146,0,0,0,1146,,,,1.1578947368421053,,,,2.3592057761732854
EUG,Eugene Airport (Mahlon Sweet Field),Eugene,OR,USA,44.12326,-123.21869,7263,0,0,0,7263,,,,4.60685200786296,,,,3.5202360876897134
EVV,Evansville Regional Airport,Evansville,IN,USA,38.03799,-87.53063,7667,0,0,0,7667,,6.192634560906516,,2.431162652393696,,-0.7711864406779662,,7.064718162839249
EWN,Coastal Carolina Regional Airport (Craven County Regional),New Bern,NC,USA,35.07297,-77.04294,1150,0,0,0,1150,,,,8.27482269503546,,,,5.530973451327434
EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866,203602,0,0,0,203602,5.611774235818264,4.546208291203236,12.00094464386926,8.94720942362862,6.34353951238023,-2.149939295831647,0.5504082020125308,3.945962408632092
EYW,Key West International Airport,Key West,FL,USA,24.55611,-81.75956,3946,0,0,0,3946,,1.1313131313131313,,10.132567849686847,,-1.8453713123092574,,7.560083594566353
FAI,Fairbanks International Airport,Fairbanks,AK,USA,64.81368,-147.85967,4366,0,0,0,4366,37.0,3.5560344827586206,,0.5589026358257128,46.38356164383562,4.01304347826087,,-1.4882100750267953
FAR,Hector International Airport,Fargo,ND,USA,46.91935,-96.81499,11386,0,0,0,11386,,0.37219101123595505,,6.673297785069729,,-0.7598314606741573,,5.173053152039555
FAT,Fresno Yosemite International Airport,Fresno,CA,USA,36.77619,-119.71814,14035,0,0,0,14035,,,1.6104746317512275,8.187283054591354,,,13.791735537190082,8.35432821648995
FAY,Fayetteville Regional Airport,Fayetteville,NC,USA,34.99147,-78.88,3267,0,0,0,3267,,1.929936305732484,,6.833333333333333,,-0.46808510638297873,,9.181260945709282
FCA,Glacier Park International Airport,Kalispell,MT,USA,48.3114,-114.25507,4049,0,0,0,4049,,-1.5308219178082192,,1.763049853372434,,-3.0309278350515463,,-2.235777126099707
FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,USA,35.13845,-111.67122,3320,0,0,0,3320,,,,5.202862476664593,,,,5.60807453416149
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275,147223,0,0,0,147223,3.7594488188976376,0.13542063189950515,4.007228457295035,7.003627242909512,-1.628577067298204,-0.8495178076959802,-0.35378440366972475,5.4255906423718345
FNT,Bishop International Airport,Flint,MI,USA,42.9655,-83.74346,9492,0,0,0,9492,,2.6983783783783784,,4.866341991341991,,-6.21969696969697,,-0.8178137651821862
FSD,Sioux Falls Regional Airport,Sioux Falls,SD,USA,43.58135,-96.7417,10660,0,0,0,10660,-1.25,5.694835680751174,,9.353052631578947,12.5,-0.2188235294117647,,10.11484771573604
FSM,Fort Smith Regional Airport,Fort Smith,AR,USA,35.33659,-94.36744,3941,0,0,0,3941,,,,10.306122448979592,,,,6.858638743455497
FWA,Fort Wayne International Airport,Fort Wayne,IN,USA,40.97847,-85.19515,10523,0,0,0,10523,,,,5.578471813003339,,,,7.231738531206931
GCC,Gillette-Campbell County Airport,Gillette,WY,USA,44.3489,-105.53936,1992,0,0,0,1992,,,,-2.7291242362525456,,,,-5.070264765784114
GCK,Garden City Regional Airport,Garden City,KS,USA,37.92752,-100.72441,1325,0,0,0,1325,,,,4.866141732283465,,,,5.805337519623234
GEG,Spokane International Airport,Spokane,WA,USA,47.61986,-117.53384,19009,0,0,0,19009,8.527597402597403,-2.2694444444444444,-2.6159695817490496,4.3768928771733036,1.357843137254902,2.9833333333333334,-2.072519083969466,3.058518102722425
GFK,Grand Forks International Airport,Grand Forks,ND,USA,47.94926,-97.17611,1435,0,0,0,1435,,,,2.396914446002805,,,,4.415966386554622
GGG,East Texas Regional Airport,Longview,TX,USA,32.38486,-94.71171,1286,0,0,0,1286,,,,4.037337662337662,,,,9.264274061990212
GJT,Grand Junction Regional Airport (Walker Field),Grand Junction,CO,USA,39.12241,-108.52673,6358,0,0,0,6358,,,,2.165923566878981,,,,1.2001921844971173
GNV,Gainesville Regional Airport,Gainesville,FL,USA,29.69006,-82.27178,5365,0,0,0,5365,,2.360294117647059,,8.933361450864615,,2.261992619926199,,8.841370558375635
GPT,Gulfport-Biloxi International Airport,Gulfport-Biloxi,MS,USA,30.40728,-89.07009,7209,0,0,0,7209,,-0.9336870026525199,,7.556528994576554,,-0.7879325643300799,,2.643485546711353
GRB,Green Bay-Austin Straubel International Airport,Green Bay,WI,USA,44.48507,-88.12959,9764,0,0,0,9764,,0.2366288492706645,,4.846901579586877,,-1.9512987012987013,,4.693469785575049
GRI,Central Nebraska Regional Airport,Grand Island,NE,USA,40.96747,-98.30861,1268,0,0,0,1268,,,,1.1096563011456628,,,,0.7018121911037891
GRK,Killeen-Fort Hood Regional Airport,Killeen,TX,USA,31.0649,-97.8278,8066,0,0,0,8066,,,,5.6978064516129034,,,,5.834065650038769
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,USA,42.88082,-85.52277,21685,0,0,0,21685,9.184014869888475,1.2068109258602342,,7.5424809424809425,9.957089552238806,-4.32931156848829,,3.821761513844441
GSO,Piedmont Triad International Airport,Greensboro,NC,USA,36.09775,-79.9373,13471,0,0,0,13471,,1.4849286092014806,5.866197183098592,9.438975050573163,,-3.2455026455026457,-11.687943262411348,10.666440983976528
GSP,Greenville-Spartanburg International Airport,Greer,SC,USA,34.89567,-82.21886,13084,0,0,0,13084,,1.666068222621185,,6.654318374259103,,-1.0592105263157894,,4.598343245539507
GST,Gustavus Airport,Gustavus,AK,USA,58.42438,-135.70738,154,0,0,0,154,,,,10.837837837837839,,,,21.763157894736842
GTF,Great Falls International Airport,Great Falls,MT,USA,47.482,-111.37069,3932,0,0,0,3932,,,,0.18531827515400412,,,,-0.9825102880658436
GTR,Golden Triangle Regional Airport,Columbus-Starkville-West Point,MS,USA,33.45033,-88.59137,1854,0,0,0,1854,,,,4.509868421052632,,,,7.9144736842105265
GUC,Gunnison-Crested Butte Regional Airport,Gunnison,CO,USA,38.53396,-106.93318,992,0,0,0,992,5.833333333333333,,4.9734513274336285,12.843843843843844,10.375,,8.743362831858407,8.459701492537313
GUM,Guam International Airport,Agana,GU,USA,13.48345,-144.79598,668,0,0,0,668,17.3202416918429,,,,4.83987915407855,,,
HDN,Yampa Valley Airport (Yampa Valley Regional),Hayden,CO,USA,40.48118,-107.21766,1406,0,0,0,1406,-1.348993288590604,-0.7473684210526316,3.706766917293233,11.944983818770227,7.364238410596027,2.2421052631578946,7.318181818181818,11.642857142857142
HIB,Range Regional Airport (Chisholm-Hibbing Airport),Hibbing,MN,USA,47.3866,-92.83899,1795,0,0,0,1795,,,,-0.0182648401826484,,,,-2.4043280182232345
HLN,Helena Regional Airport,Helena,MT,USA,46.60682,-111.98275,2869,0,0,0,2869,,,,-1.1527093596059113,,,,-2.3143058491895703
HNL,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241,86329,0,0,0,86329,13.902109359000614,5.784727272727273,16.43324937027708,2.5393193558189,1.241733415485726,-0.068,4.615804960067255,0.5270426126016754
HOB,Lea County Regional Airport,Hobbs,NM,USA,32.68753,-103.21703,1142,0,0,0,1142,,,,3.0500927643784785,,,,3.2413162705667276
HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889,104083,0,0,0,104083,,-5.224586288416075,7.273291925465839,4.386464880698115,,1.8646572104018913,5.05,7.8059456168831165
HPN,Westchester County Airport,White Plains,NY,USA,41.06696,-73.70757,14902,0,0,0,14902,,,,8.984164798206278,,,,9.561132922041503
HRL,Valley International Airport,Harlingen,TX,USA,26.22851,-97.65439,6163,0,0,0,6163,,,,4.447272727272727,,,,1.2277391592188016
HSV,Huntsville International Airport,Huntsville,AL,USA,34.64045,-86.77311,9041,0,0,0,9041,,0.86875,,7.05779269202088,,-0.5503699487763233,,5.994748687171793
HYA,Barnstable Municipal Airport,Hyannis,MA,USA,41.66934,-70.28036,166,0,0,0,166,,,,3.5555555555555554,,,,8.621951219512194
HYS,Hays Regional Airport,Hays,KS,USA,38.84494,-99.27403,1146,0,0,0,1146,,,,-3.2905525846702317,,,,3.1992818671454217
IAD,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581,68587,0,0,0,68587,2.3332398316970546,-1.073036093418259,5.287108580723872,7.250022597848685,5.290078050423943,-1.4172692471288812,4.873113015095879,6.442413824301095
IAG,Niagara Falls International Airport,Niagara Falls,NY,USA,43.10726,-78.94538,644,0,0,0,644,,,,9.824281150159745,,,,3.875
IAH,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,293305,0,0,0,293305,5.2598963730569945,-0.8388203017832647,5.127622925148763,6.181221524442803,9.452300005634967,2.6790250600755234,4.456085319949811,6.419899129965272
ICT,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Wichita,KS,USA,37.64996,-97.43305,16193,0,0,0,16193,7.208791208791209,-2.5093240093240095,5.392638036809816,7.822211852543163,10.541666666666666,-0.958968347010551,9.390243902439025,7.672392254840725
IDA,Idaho Falls Regional Airport,Idaho Falls,ID,USA,43.51456,-112.07017,4494,0,0,0,4494,,,,1.3257065948855988,,,,-2.6993258426966293
ILG,Wilmington Airport,Wilmington,DE,USA,39.67872,-75.60653,198,0,0,0,198,,,,21.989473684210527,,,,24.063157894736843
ILM,Wilmington International Airport,Wilmington,NC,USA,34.27061,-77.90256,3721,0,0,0,3721,,5.818965517241379,4.391304347826087,4.315192743764173,,3.9508670520231215,-3.675,4.882132132132132
IMT,Ford Airport,Iron Mountain/Kingsford,MI,USA,45.81835,-88.11454,1241,0,0,0,1241,,,,-7.601639344262295,,,,-0.6996699669966997
IND,Indianapolis International Airport,Indianapolis,IN,USA,39.71733,-86.29438,51115,0,0,0,51115,7.330316742081448,0.7544459644322845,1.3462381300219137,6.424694869060315,1.2766151046405823,0.045174537987679675,1.2321232123212322,3.067937525981353
INL,Falls International Airport,International Falls,MN,USA,48.56619,-93.40307,1148,0,0,0,1148,,,,-5.409171075837743,,,,5.410071942446043
ISN,Sloulin Field International Airport,Williston,ND,USA,48.17794,-103.64235,5084,0,0,0,5084,,,,0.8231292517006803,,,,0.8507462686567164
ISP,Long Island MacArthur Airport,Islip,NY,USA,40.79524,-73.10021,8784,0,0,0,8784,,,,9.183058823529413,,,,2.1153846153846154
ITH,Ithaca Tompkins Regional Airport,Ithaca,NY,USA,42.49103,-76.45844,69,0,0,0,69,,,,4.225806451612903,,,,7.9
ITO,Hilo International Airport,Hilo,HI,USA,19.72026,-155.04847,11446,0,0,0,11446,5.934615384615385,,,1.1997065835320007,-1.0390625,,,0.4081071166544387
JAC,Jackson Hole Airport,Jackson,WY,USA,43.60732,-110.73774,7021,0,0,0,7021,12.978936810431295,-0.484375,11.604878048780488,5.975494071146245,5.2090452261306535,-4.401564537157758,3.9362745098039214,4.124803767660911
JAN,Jackson-Evers International Airport,Jackson,MS,USA,32.31117,-90.07589,14195,0,0,0,14195,,-0.7940865892291447,,8.192231075697212,,-3.241944004226096,,7.411811652035116
JAX,Jacksonville International Airport,Jacksonville,FL,USA,30.49406,-81.68786,36078,0,0,0,36078,11.457142857142857,3.8204642349597346,4.7526789541363055,6.7864434097421205,4.720588235294118,-0.9871916508538899,4.449375269280482,5.338256355173648
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,187620,0,0,0,187620,2.8133704735376046,5.761250099912077,5.817274875295353,7.728034429706017,-1.1034589252625078,1.2835803011542917,2.3875180469877937,5.518816199376947
JLN,Joplin Regional Airport,Joplin,MO,USA,37.15181,-94.49827,1332,0,0,0,1332,,,,9.68125,,,,9.507154213036566
JMS,Jamestown Regional Airport,Jamestown,ND,USA,46.92972,-98.6782,1626,0,0,0,1626,,,,3.6013245033112584,,,,3.3620457604306866
JNU,Juneau International Airport,Juneau,AK,USA,58.35496,-134.57628,8190,0,0,0,8190,,3.8633093525179856,,2.3967684021543985,,9.956834532374101,,5.355087358684481
KOA,Kona International Airport at Keahole,Kailua/Kona,HI,USA,19.73877,-156.04563,22227,0,0,0,22227,5.2647515527950315,3.9711815561959654,-0.1040268456375839,-0.6026901774612863,-0.94492525570417,2.411594202898551,1.0590219224283306,-0.3339364469071582
KTN,Ketchikan International Airport,Ketchikan,AK,USA,55.35557,-131.71374,4639,0,0,0,4639,,,,4.366928446771379,,,,3.19938784433756
LAN,Capital Region International Airport ( Lansing Capital City),Lansing,MI,USA,42.7787,-84.58736,3697,0,0,0,3697,,-4.5,,4.898542600896861,,-5.75,,6.346881959910913
LAR,Laramie Regional Airport,Laramie,WY,USA,41.31205,-105.67499,1163,0,0,0,1163,,,,-1.9566787003610109,,,,-3.9928057553956835
LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,266379,0,0,0,266379,3.3977200759974666,-1.0867019267094824,2.7655319527153144,4.231256046436633,1.8499954599110142,0.10935578469397408,3.8641997325011146,7.361798704835683
LAW,Lawton-Fort Sill Regional Airport,Lawton,OK,USA,34.56771,-98.41664,2661,0,0,0,2661,,,,6.768174474959612,,,,7.240291262135922
LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,389369,0,0,0,389369,8.55157397497878,2.135468176742702,2.691132822161761,7.448080729239261,3.8794619762027938,4.263204084889102,1.297697877343895,7.857551950165032
LBB,Lubbock Preston Smith International Airport,Lubbock,TX,USA,33.66364,-101.82278,9273,0,0,0,9273,,,8.651877133105803,7.9718817591925015,,,14.345890410958905,5.722995679308689
LBE,Arnold Palmer Regional Airport,Latrobe,PA,USA,40.27594,-79.4048,2561,0,0,0,2561,,,,11.101844426623897,,,,7.575903614457832
LCH,Lake Charles Regional Airport,Lake Charles,LA,USA,30.1261,-93.2234,3719,0,0,0,3719,,,,2.586703601108033,,,,0.9711431742508324
LEX,Blue Grass Airport,Lexington,KY,USA,38.03697,-84.60539,11961,0,0,0,11961,,-0.44904137235116043,,5.013319458896983,,-4.442424242424242,,4.223700623700624
LFT,Lafayette Regional Airport,Lafayette,LA,USA,30.20528,-91.98766,10296,0,0,0,10296,,0.9235294117647059,,5.961316520624065,,4.683431952662722,,7.818084422541247
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261,199186,0,0,0,199186,11.623496288712568,9.840681405080948,5.017282101503543,12.517714510799395,4.134499936134883,4.313329121920404,-0.6544890573841117,8.94951037054808
LGB,Long Beach Airport (Daugherty Field),Long Beach,CA,USA,33.81772,-118.15161,17555,0,0,0,17555,,,,3.4533532727481884,,,,4.071116727941177
LIH,Lihue Airport,Lihue,HI,USA,21.97598,-159.33896,21090,0,0,0,21090,3.6766826923076925,5.925149700598802,1.5154639175257731,-0.24962475464726938,-4.671550671550672,2.6957831325301207,-3.8588235294117648,-0.5810998151571165
LIT,Bill and Hillary Clinton National Airport (Adams Field),Little Rock,AR,USA,34.7294,-92.22425,20839,0,0,0,20839,,-1.0134994807892004,42.875,8.690516614115936,,-2.1209593326381646,17.77777777777778,7.778793418647166
LNK,Lincoln Airport (Lincoln Municipal),Lincoln,NE,USA,40.85097,-96.75925,5273,0,0,0,5273,,,,7.842351109381082,,,,4.760530421216849
LRD,Laredo International Airport,Laredo,TX,USA,27.54374,-99.46154,4404,0,0,0,4404,,,,3.120899718837863,,,,2.927127409496944
LSE,La Crosse Regional Airport,La Crosse,WI,USA,43.87938,-91.25654,3291,0,0,0,3291,,,,1.8371212121212122,,,,1.5528146742567994
LWS,Lewiston-Nez Perce County Airport,Lewiston,ID,USA,46.3745,-117.01539,1175,0,0,0,1175,,,,-6.544368600682594,,,,-6.620748299319728
MAF,Midland International Airport,Midland,TX,USA,31.94253,-102.20191,15049,0,0,0,15049,,,,7.73493479752917,,,,5.734831770546056
MBS,MBS International Airport,Saginaw,MI,USA,43.53291,-84.07965,3441,0,0,0,3441,,,,6.0138138138138135,,,,4.881499395405078
MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391,77320,0,0,0,77320,9.974576271186441,0.5658440276406713,4.149265687583444,6.005706134094151,9.01530612244898,0.6227497527200792,7.46886741814278,4.397257890524411
MCO,Orlando International Airport,Orlando,FL,USA,28.42889,-81.31603,221962,0,0,0,221962,7.593413496051687,2.987967564739733,7.284972889233153,5.237193732193732,6.542161093131967,2.3964028776978417,7.8543282655910645,7.85503944408054
MDT,Harrisburg International Airport,Harrisburg,PA,USA,40.1935,-76.7634,6571,0,0,0,6571,13.142314990512334,-0.7245119305856833,2.0416666666666665,5.172154823801271,4.478095238095238,-1.8869565217391304,-5.3125,4.068724519510774
MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242,161770,0,0,0,161770,,-0.5291533546325878,,3.108958327849001,,-1.1144457783113246,,6.289055732024257
MEI,Meridian Regional Airport,Meridian,MS,USA,32.33313,-88.75121,1815,0,0,0,1815,,,,9.599104143337065,,,,7.7342342342342345
MEM,Memphis International Airport,Memphis,TN,USA,35.04242,-89.97667,29539,0,0,0,29539,-2.1818181818181817,0.3493975903614458,6.313008130081301,7.385542168674699,12.91588785046729,-0.32413793103448274,8.607983623336745,6.087366027931147
MFE,McAllen-Miller International Airport (McAllen Miller International),McAllen,TX,USA,26.17583,-98.23861,6818,0,0,0,6818,9.259541984732824,,5.421316165951359,7.762430939226519,6.246212121212121,,4.875802997858672,3.6249232658072437
MFR,Rogue Valley International Airport,Medford,OR,USA,42.37423,-122.8735,4947,0,0,0,4947,,,,4.737644151565074,,,,4.451028806584362
MGM,Montgomery Regional Airport,Montgomery,AL,USA,32.30064,-86.39398,6342,0,0,0,6342,,,,8.325536686959309,,,,7.482458963630512
MHK,Manhattan Regional Airport,Manhattan,KS,USA,39.14097,-96.67083,3268,0,0,0,3268,,,,4.776927979604844,,,,2.968629961587708
MHT,Manchester-Boston Regional Airport,Manchester,NH,USA,42.93452,-71.43706,12584,0,0,0,12584,,0.04740406320541761,,7.724349964862966,,-10.330316742081449,,0.5233562488982901
MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056,138665,0,0,0,138665,8.64418158567775,0.06553484506707824,6.263676263676263,8.480906007221797,4.766602192134107,3.8432142857142857,7.559364706376015,8.047613835376533
MKE,General Mitchell International Airport,Milwaukee,WI,USA,42.94722,-87.89658,59658,0,0,0,59658,,-0.7096427034007748,0.04926108374384237,4.791764756238496,,1.0878101402373248,0.9281585466556564,2.9526708394066707
MKG,Muskegon County Airport,Muskegon,MI,USA,43.16949,-86.23822,1334,0,0,0,1334,,,,6.6158833063209075,,,,6.600323624595469
MLB,Melbourne International Airport,Melbourne,FL,USA,28.10275,-80.64581,2664,0,0,0,2664,,1.7903097696584591,,20.705882352941178,,1.342902711323764,,17.455882352941178
MLI,Quad City International Airport,Moline,IL,USA,41.44853,-90.50754,7554,0,0,0,7554,,,,6.808815426997245,,,,7.193699917104173
MLU,Monroe Regional Airport,Monroe,LA,USA,32.51087,-92.03769,5923,0,0,0,5923,,,,6.726768377253814,,,,7.462795549374131
MMH,Mammoth Yosemite Airport,Mammoth Lakes,CA,USA,37.62405,-118.83777,312,0,0,0,312,,,,8.878571428571428,,,,7.928571428571429
